"x","y"
38.1896,15.0501
40.6193,14.9318
44.7401,8.57522
44.7832,10.6499
40.2987,18.1852
42.9306,13.724
40.3524,8.71671
45.3842,9.6486
39.0958,16.4851
43.9804,10.6269
43.9654,10.6404
42.0433,13.5428
41.9667,13.2243
41.7883,13.6168
43.8482,12.6503
37.3932,13.9348
46.0831,9.44814
38.1227,14.647
43.8791,11.9381
45.3598,7.12704
45.9539,11.7111
37.4978,13.982
42.7355,14.1647
44.1632,11.9921
44.2416,10.6611
45.6275,9.46348
37.1381,14.7351
44.9532,11.9939
44.6968,10.9215
44.5506,10.2266
40.5316,15.6093
41.0395,8.60094
41.5043,12.9813
42.4614,12.1123
37.2852,14.3938
40.7316,15.9307
44.8576,8.50116
43.5505,10.8798
44.1292,7.45342
42.1614,12.8916
43.0644,13.5944
38.0393,12.9873
43.0412,11.3175
45.1223,9.25636
45.5816,10.9825
40.7164,14.9993
37.8056,12.9062
43.3337,11.0146
42.864,12.5433
44.9953,8.25027
40.6281,15.9933
45.8841,12.726
39.8467,9.6341
46.1424,11.3484
39.2528,16.7862
41.8527,12.48
38.3047,16.296
40.3397,15.3009
45.8606,8.45413
42.5426,13.926
37.1251,14.7097
44.5759,12.3005
44.3756,11.5784
45.3918,10.0934
40.8409,16.935
45.8323,9.19425
40.0137,15.9641
43.014,10.8497
44.3727,11.6326
40.2874,9.54246
40.6803,16.1491
44.2634,7.16602
37.9825,13.2152
45.6702,8.04385
37.8322,14.2316
38.0399,13.101
43.4128,12.509
39.8395,9.49427
45.7093,9.89433
44.5121,8.47908
44.83,11.9374
40.7496,16.2435
37.6373,12.9884
45.807,11.2486
44.3252,7.10263
45.9943,7.93362
40.708,9.60039
37.95,14.7591
40.4383,15.0978
45.357,11.9941
44.9707,10.7738
39.9926,8.47214
46.2983,11.0044
42.9296,12.0693
42.7675,13.2596
44.3671,11.1842
38.0381,14.2893
40.7067,17.1236
45.7186,9.8999
39.3557,8.97114
41.9251,15.6321
45.1736,6.92723
44.1564,10.8903
44.1827,9.99292
45.0239,7.44206
44.3031,7.06879
42.0232,12.3905
40.8963,9.18321
44.6533,6.99955
42.4207,13.2909
37.1902,13.8421
41.6934,14.7851
45.9067,13.3006
44.558,11.7711
44.8959,9.73353
43.317,10.917
45.3054,11.4269
37.4663,14.615
44.8569,11.2476
45.4397,11.0719
39.5608,8.49804
38.0358,13.3168
42.1775,12.4508
41.1835,13.835
44.033,10.2502
42.3893,13.4959
41.8137,15.0292
40.2844,18.0165
44.6474,9.8151
44.966,7.24206
43.4411,13.1233
42.5634,11.8818
37.5293,15.3301
39.5818,16.1312
46.4153,12.4467
42.2286,14.164
37.7452,14.0757
46.0844,10.3947
45.7168,9.44132
42.6499,13.7517
45.859,7.28755
39.8372,9.01941
44.4429,8.54162
39.5515,9.53504
46.0194,9.43964
44.5298,8.02107
37.9402,14.864
41.1094,14.3948
45.5079,9.73171
40.0863,9.14805
39.5806,15.9914
46.1139,10.2284
40.422,16.2639
38.1779,15.4243
40.5364,15.2449
37.7012,14.09
40.1168,15.8416
42.9764,13.1218
42.0817,12.9608
46.2409,10.4367
42.0619,13.9484
41.3735,15.7073
43.3173,12.6452
45.0411,7.9901
46.7559,11.3887
39.5146,16.0001
37.6448,14.6561
42.8724,13.1464
40.5566,9.58639
45.603,11.2548
44.2106,10.6776
44.493,10.5712
43.9374,12.7258
37.8583,14.6271
40.6636,9.49018
40.041,15.943
46.0142,12.9673
46.77,11.7459
43.8661,12.7772
45.7156,7.74929
40.1818,9.58999
41.8423,14.9454
37.6373,15.3172
45.0686,8.61752
42.7712,10.8897
40.9136,16.844
41.0285,16.1852
42.8171,11.7516
44.228,7.75799
44.3055,11.4799
44.7889,11.8243
41.7815,15.8806
38.0098,14.3438
39.9983,8.90395
43.2945,13.3906
42.3774,11.6484
40.871,8.93277
37.8164,15.3859
42.7721,13.7003
43.3925,10.922
37.8074,13.7485
43.1491,11.6942
42.9605,11.286
42.6933,11.7387
45.7586,11.3702
44.5712,10.8137
41.0249,15.3451
41.8254,12.786
45.89,8.89213
45.6804,7.25168
45.1223,8.00069
40.6936,16.9123
45.0881,9.22034
42.9571,11.0024
39.4945,8.71513
37.5262,14.8942
39.4678,16.5196
44.213,9.79995
37.8572,14.2198
40.2887,9.54577
40.4931,15.3022
44.3204,7.95476
45.9239,7.89617
43.6306,10.5159
39.2778,16.3715
40.719,9.60946
41.6907,13.1349
44.2091,11.4942
37.9193,12.7339
37.3358,15.1766
39.4083,9.57932
46.1048,9.70042
45.8888,12.3943
40.3429,18.1011
43.8209,10.755
45.9338,11.3196
45.3945,7.78675
46.1502,10.9618
40.7671,8.28525
45.4442,8.61756
43.4684,10.9243
45.5756,10.2261
46.2992,12.2361
37.0424,15.0305
43.6037,12.2102
46.0345,7.96907
41.2401,13.6736
41.8176,16.0607
41.799,13.3999
41.1967,15.5657
42.084,14.4419
43.1755,12.5745
43.8683,10.9504
41.1094,15.1241
46.5206,13.1915
43.1329,12.141
45.5944,12.715
43.3999,12.2515
42.707,11.3178
45.8851,11.6039
44.9812,11.178
46.0998,9.99129
46.6913,10.4508
39.746,16.4934
46.11,11.6479
37.6508,14.4721
41.6974,16.0174
44.9599,11.6454
46.8858,11.391
46.2348,12.6838
40.9254,14.1011
44.4056,9.1522
42.8766,13.2934
39.2863,16.0946
41.0293,8.73086
40.7958,16.4763
46.2998,8.32103
38.1425,14.9265
44.3401,12.2478
40.8656,15.2131
45.8897,11.1578
44.4254,9.46591
45.8042,8.83959
43.2465,11.958
40.4709,8.61715
44.4758,10.2736
41.2874,14.2898
45.9117,10.7432
41.4268,15.3205
46.3175,12.7117
45.3894,7.82256
44.1523,10.8649
43.8487,10.7902
40.2407,8.5021
39.6424,15.9857
46.5256,12.1143
40.1055,16.2747
46.5569,12.4638
41.1656,15.7989
40.7317,15.1255
42.9927,11.0938
44.3312,7.94253
40.2902,15.8591
44.5629,9.07918
41.6842,14.3961
45.3165,10.8888
45.5567,9.12813
44.0949,10.6718
45.8129,6.90825
43.2411,13.8573
40.66,15.5431
46.3598,10.3294
40.6154,16.3615
41.6459,15.6439
38.1818,14.9819
45.6822,9.13272
40.0655,8.63177
37.9694,15.4001
46.338,11.2109
38.2018,15.401
40.5633,9.56043
41.6344,15.2705
45.9317,8.06494
40.859,17.0547
41.5665,13.1179
42.9327,12.4434
37.9064,13.4177
41.2021,14.8222
40.1443,8.85408
40.769,8.93577
43.392,11.7847
43.0925,10.7763
40.0872,18.2966
40.2875,9.22324
43.3503,13.2203
45.7967,11.3622
40.5165,8.35992
46.764,10.8507
38.2817,15.8713
44.32,12.369
42.2391,12.8597
46.3903,12.8892
38.9841,16.1781
40.9038,15.5685
46.3661,12.8175
45.3138,11.3326
45.7392,11.4433
42.3546,12.5252
44.6063,11.4734
40.7334,15.2096
45.8405,7.95853
42.2749,11.6467
41.4839,14.4694
45.4541,7.34323
40.556,8.40057
42.3904,13.4847
46.6098,12.4901
40.8228,8.40327
46.0691,13.004
45.0091,9.41495
44.5119,7.42625
43.0806,11.9114
41.3419,15.0722
46.2129,10.3611
40.2069,8.36081
46.5137,11.7899
40.3492,9.72145
44.8301,9.84661
44.0551,11.8071
45.9614,10.3314
40.2761,16.5907
43.5648,11.4253
45.5375,10.2914
39.9406,9.5862
44.1716,10.6778
39.665,8.59311
40.5452,8.56647
45.9993,9.74316
42.3182,11.3492
44.4009,12.2873
43.8806,11.4191
45.9631,9.66852
37.9586,16.0757
46.8336,11.0605
46.1001,11.0598
44.6599,8.89372
41.4902,15.1438
45.694,12.2515
43.0228,12.9181
46.4797,12.3144
44.7788,9.62057
40.7695,14.693
46.7434,10.6165
45.847,8.21894
42.9237,13.8257
46.1357,8.57476
45.3709,7.46525
41.0208,16.549
40.3061,15.8383
41.6975,14.404
37.6117,14.7215
45.758,8.85277
46.2279,9.26995
40.1194,9.25396
41.9442,15.2069
46.5502,11.0549
37.1842,14.9806
42.7089,12.2346
41.6286,15.6665
39.6381,15.8658
44.7339,11.7272
46.637,11.4923
44.3659,10.2998
44.6757,10.8746
43.9643,12.5263
45.7084,9.82323
44.9412,8.59446
45.6891,9.45704
44.0427,12.0026
43.931,7.70631
43.4314,12.6279
40.5199,8.35095
43.0931,13.1992
45.9799,13.3404
43.1692,12.6732
41.86,12.9246
43.5082,12.2069
44.843,9.30832
44.5465,7.79156
42.6649,11.165
40.4416,16.7497
41.0295,16.6033
40.1298,8.38855
41.7321,15.7491
44.28,12.1827
44.9596,10.0234
45.4365,9.93087
44.915,10.8568
46.249,9.43477
45.2128,11.1098
40.2363,15.3099
46.7542,11.3152
46.5726,12.424
39.0964,16.3634
44.5714,10.4406
42.7248,12.7047
43.1322,11.2368
45.4241,11.7654
45.7027,7.76467
39.4231,8.80049
45.4784,10.285
42.7129,11.6008
44.3172,9.78656
40.419,8.9599
45.2685,9.57403
41.441,15.7188
43.3,12.7794
46.6421,11.5151
45.2562,10.6067
43.7173,11.2819
44.3925,12.2572
43.5953,10.4172
42.7426,12.3575
45.5789,12.0041
45.0573,8.4984
44.3754,11.6645
41.9564,12.0315
46.1654,9.74136
39.5157,9.40362
41.0284,9.14348
44.467,8.04137
37.6829,14.6982
43.309,11.213
38.0395,12.9263
46.937,12.1347
40.5991,14.646
44.9098,8.15675
43.7531,12.1677
41.1195,9.27709
46.601,10.7183
44.2687,8.03355
39.2306,9.36439
41.385,14.9132
45.0743,8.7705
42.4224,13.0425
44.0146,12.6068
37.7984,15.4133
44.1942,10.9289
44.9493,11.5383
45.7794,7.68019
45.9632,12.9792
43.4852,13.4996
37.8997,13.4191
41.0248,13.7801
46.0264,7.99249
42.6402,13.7646
44.5098,8.89879
39.6316,8.79278
40.6367,17.0904
44.0864,11.2096
40.1158,8.51247
44.212,11.1781
40.0126,9.19237
44.9942,8.15114
46.5008,10.1205
45.5531,12.318
45.0152,7.1852
40.8987,14.5886
38.1175,14.7596
42.1544,12.4221
42.2263,14.0294
41.3974,13.9363
44.2976,11.0103
45.9146,12.7653
46.1438,13.5531
46.6786,10.3859
40.5065,17.3703
44.0695,8.00685
41.8634,15.3329
44.5319,8.47643
42.0189,14.4337
44.7145,10.4126
41.103,13.6922
44.4731,10.3845
45.8281,9.90312
44.0875,11.4115
39.6864,8.36761
44.4741,10.8585
37.5251,13.5357
40.6949,15.0821
46.0648,10.405
44.5828,11.1557
40.6675,16.4969
45.2106,10.6088
43.5824,13.1235
45.8163,7.29738
43.7809,11.3145
42.059,11.8376
42.7827,11.7367
43.8936,10.2914
43.6227,12.2397
37.2181,14.6521
44.8512,9.40495
41.2183,14.6911
41.7614,12.923
44.3574,7.13392
41.9003,14.6838
44.0781,9.95599
46.4725,12.3693
45.2851,10.0305
45.9986,9.32271
45.8055,10.0644
46.131,9.62518
40.0569,18.1424
42.2322,13.6495
40.6422,16.1306
45.3302,8.10671
44.1164,11.6634
39.268,8.79751
46.4167,12.7645
44.7301,11.6041
41.4277,14.3943
41.2353,14.7564
37.8853,12.6188
38.795,16.2418
40.0974,16.2673
44.6469,7.45717
45.1936,8.17885
41.188,15.5114
40.018,16.3115
37.6356,12.7371
42.5091,12.0581
42.7384,13.0155
43.3806,10.8394
37.5643,13.4027
45.8097,9.03918
45.2299,7.15814
39.8618,8.38067
43.3515,13.3336
39.8807,16.4656
46.2429,12.007
44.0765,12.1362
46.3207,12.8878
44.1462,10.6252
45.2362,8.16286
42.3489,14.0775
40.6039,9.10423
46.0145,9.67031
41.4803,13.8339
39.3107,16.3332
44.5972,9.86047
43.8125,7.60085
42.8955,10.9557
37.9788,15.0425
40.7311,15.414
45.2141,9.51694
40.876,9.03185
41.7384,14.892
38.6519,16.1503
44.5236,11.365
42.4868,12.6181
43.5214,12.5355
42.9423,11.819
44.2218,11.5962
44.1493,11.929
45.7615,7.84062
38.0325,16.0582
44.3441,11.9737
41.6123,14.2734
45.6279,7.25223
43.8555,11.1776
42.7875,10.8668
43.8386,10.5561
43.7275,13.0212
38.026,14.8649
40.615,16.806
37.5494,12.8981
44.8196,9.72841
45.5928,11.6867
40.3641,16.5257
45.3687,9.43866
41.9629,13.6227
39.3349,16.4659
39.5228,9.19308
44.3636,10.093
45.8947,12.1071
45.6774,8.11382
41.0925,14.9105
37.2719,14.9827
44.5263,7.09022
39.8191,16.0804
45.5714,10.6188
40.8181,14.4068
44.4466,7.55885
45.801,11.5401
40.4754,16.2143
39.2726,16.2041
41.3562,13.3084
41.3293,15.2604
40.9299,8.84551
44.779,12.1577
43.0281,11.3275
44.562,7.87191
41.4344,14.5318
46.1348,11.1983
46.5651,10.1383
43.2032,10.9077
45.9275,11.5219
39.4524,16.6478
44.8861,7.14222
44.5224,8.0567
40.915,8.783
43.508,13.2071
41.775,12.967
45.3831,7.25833
42.8522,13.6862
44.0173,10.9574
44.3839,11.5551
37.5357,13.6909
41.6065,14.5273
43.6372,11.5269
45.4484,9.85858
44.7671,8.79963
38.8162,16.4341
45.6385,11.1524
37.42,13.7587
39.2401,16.6525
42.5405,11.9123
44.7119,11.5733
41.72,15.0131
44.3792,10.3004
46.2157,13.1924
39.3091,8.98386
44.3298,9.86544
40.1017,15.6203
40.0428,8.45862
38.4834,15.992
45.8864,8.41949
43.4915,12.6917
45.0834,10.9192
41.8382,13.0087
42.1107,12.657
45.7846,12.8817
46.0402,11.959
42.396,14.306
43.5499,12.8977
45.1209,7.59295
40.1974,17.9848
45.8088,12.7247
46.1079,10.019
42.2079,13.2621
41.8286,16.0197
44.7705,12.2736
43.3838,13.0366
46.0417,9.90001
46.7189,12.1385
41.0362,15.238
43.2557,11.4012
41.2881,16.2746
45.8768,12.2472
39.0706,16.2921
37.5973,13.9565
44.5955,7.71649
41.0133,15.4283
44.2714,11.218
43.4803,11.6066
37.0556,14.132
38.8634,16.7188
37.868,12.9003
39.6728,16.2928
39.2592,8.91197
45.8471,9.9489
45.4045,9.51896
44.7218,8.06843
40.8231,17.1361
45.25,11.8332
38.1644,14.8947
45.6847,9.93441
46.4203,12.7726
39.9342,8.70519
37.9815,13.9273
46.2072,9.86187
37.1912,13.8354
41.4038,14.307
45.6375,9.5033
40.1834,16.2181
45.4903,12.1949
41.3019,15.6215
45.3916,8.38365
41.8758,12.3862
46.002,9.28168
41.2628,15.5419
45.6389,12.6741
44.9091,12.115
43.8708,12.6254
40.8703,14.9877
43.7434,12.4048
41.0017,14.4757
41.6228,15.7431
45.7689,7.95366
44.985,11.3246
39.212,16.2737
40.5736,8.96137
39.7464,16.3429
44.0885,7.98161
43.3414,11.4863
40.4207,15.7864
42.4898,12.624
43.9948,11.9478
43.1772,12.299
41.3643,13.3389
45.6461,9.05707
37.8644,13.9884
46.082,11.6567
43.9716,12.83
45.8127,13.2979
40.74,8.99058
43.931,12.2718
37.311,15.0514
44.9989,10.8193
38.0864,16.051
44.4832,9.85358
40.052,16.1602
45.2359,8.14637
40.0198,16.5542
37.8871,14.7869
38.1089,14.7188
45.7048,11.1982
46.0652,8.53975
41.6227,13.5096
39.1425,8.87492
46.301,12.4236
44.5746,7.14196
45.7902,13.1056
41.776,12.8551
42.1674,14.0064
44.9107,9.53592
44.5734,8.66103
41.8128,15.2804
43.043,11.7369
39.5986,8.68162
43.809,12.0516
46.4332,13.3574
44.8562,8.8927
41.8633,15.4588
39.0321,17.1413
43.0761,10.9448
44.639,7.92535
42.2646,14.1161
40.6067,17.0707
42.5943,11.7586
39.8401,9.14278
37.7789,13.5371
43.5635,12.8232
37.5298,14.9253
45.7524,11.8418
46.3472,9.34521
41.0738,15.0601
45.8333,8.46146
45.0275,11.1238
46.0319,11.3747
45.0193,10.8435
40.2646,16.4132
44.0176,7.7316
44.3652,9.81137
39.9296,18.2533
43.2293,12.2033
40.9979,16.2352
42.5276,11.347
40.3123,9.19004
42.7072,11.8976
41.3753,15.0456
40.2881,9.0714
41.0853,14.273
43.379,12.5758
40.6336,16.2029
45.7438,9.04634
42.63,13.9343
41.8202,13.03
43.3056,13.7089
39.9896,15.8604
45.3654,11.1549
45.7811,9.2801
41.0268,8.46752
38.113,15.5833
45.6462,12.6191
41.7675,15.8388
45.3714,7.23355
44.6156,12.0493
46.1398,9.12443
46.5838,13.0104
46.2986,11.2904
44.7492,8.62691
45.9005,11.3443
44.5675,7.31011
45.1941,11.3543
41.6935,15.8272
45.3067,8.43608
37.4881,14.3684
46.544,13.1429
46.6194,12.3551
40.8764,8.58056
42.2042,13.6132
41.6614,15.5546
45.7934,7.92271
41.5899,15.1436
46.1742,8.51864
43.254,12.1474
45.644,7.32261
43.9535,10.5592
39.1848,8.60888
37.7715,13.5912
45.4376,11.2022
42.3681,13.1999
39.7683,8.67774
45.4793,10.6521
37.7509,14.6416
45.1504,9.34141
45.5618,9.38134
37.3626,14.1778
45.3771,10.4479
43.2345,13.549
40.8685,8.36619
45.5775,12.212
43.7263,11.4256
37.7756,15.3139
40.6056,16.5098
39.9859,18.365
39.5267,9.4773
40.0239,18.263
45.6242,10.9268
44.5438,10.4889
46.3129,8.48335
40.4471,15.2688
45.1736,10.0257
44.8386,11.5237
40.5189,9.61384
45.1543,7.42681
45.5554,8.35522
45.9783,7.43883
45.2837,9.69216
44.0879,9.99268
46.1459,8.11873
41.1845,16.3231
40.8831,14.706
43.0433,13.7581
39.5237,8.39287
45.1444,7.74379
46.1419,12.8982
45.6736,11.8999
37.3562,15.2477
38.1415,15.4743
45.0224,9.69584
41.0747,14.5897
45.4722,7.68184
45.3913,9.45487
41.0645,8.9961
41.9851,12.338
45.9845,9.55027
46.0714,11.2366
43.5131,11.7872
42.2647,14.5975
40.6541,16.2492
42.2899,13.9005
41.6658,14.2232
43.8565,7.63548
39.0365,16.5339
44.6788,10.602
40.9375,9.11841
39.6125,9.41458
38.0736,14.4213
45.2552,7.01942
45.8381,9.38449
43.0806,13.5822
43.2981,10.7473
37.1941,14.4943
45.3611,8.20781
37.0658,15.0682
42.3246,11.874
38.8213,16.4503
