"x","y"
56.6692,70.0247
53.6455,159.803
72.5116,71.028
46.5421,48.0938
58.3542,95.5486
51.2963,89.0881
64.7628,97.1062
57.7364,57.4929
54.4182,133.281
62.2487,156.737
56.7665,110.566
69.7559,118.769
69.173,147.155
68.6948,139.752
67.2816,86.8755
69.8066,100.966
55.0185,155.881
60.6334,96.8267
65.2616,99.6128
61.7126,149.713
61.7873,140.584
62.0134,134.498
47.0826,42.0948
72.0307,94.1385
65.8125,103.909
68.9549,91.3293
56.5892,57.4398
68.5491,133.554
68.6198,61.827
57.1389,98.5363
52.5377,114.227
55.1427,157.99
55.9839,135.475
46.7942,47.7553
62.1666,31.5051
63.4657,64.3238
53.4767,84.4232
66.4232,114.028
60.4436,114.227
60.284,117.419
61.7051,99.3758
68.1357,176.64
60.7495,113.775
63.0786,137.214
60.0231,71.1423
60.264,66.1432
60.5802,28.7029
66.4442,105.248
65.6352,50.6721
68.0867,108.498
62.4802,178.17
64.2681,48.9207
51.3668,110.336
51.9153,134.575
67.174,125.587
72.2077,90.1663
46.6571,43.9191
62.8946,73.6568
54.0496,111.882
67.7122,64.9879
56.6128,33.6714
52.2671,97.5528
59.1186,83.8821
70.7541,56.0423
60.4228,136.335
56.9156,114.726
56.189,122.559
48.5145,133.145
69.2574,113.861
52.9828,32.7765
65.8976,166.786
68.0515,134.489
67.9685,143.348
61.9243,138.477
69.6337,99.8083
75.0314,103.915
63.5826,77.3913
54.2334,37.246
64.8339,76.2656
58.3037,118.279
57.3727,108.337
74.9796,58.8666
54.0556,39.4283
54.3287,76.9152
47.3369,138.394
68.4064,133.379
70.2516,72.2675
63.256,113.403
60.7707,167.238
61.316,78.5494
62.3727,96.1646
70.9271,88.3907
57.2052,94.441
52.1175,139.467
66.5955,147.573
54.5976,54.1037
44.8553,132.206
61.2595,57.2735
57.658,44.2877
55.7208,90.1564
58.7182,70.6237
62.9773,117.609
52.5027,40.1783
61.4082,67.8948
72.19,99.6281
70.8782,120.868
62.8118,69.4163
63.6238,106.558
68.1846,127.892
63.7899,127.386
55.5469,135.249
55.464,128.746
65.8834,151.463
57.7134,72.5399
55.5586,119.296
70.9577,114.856
71.0267,107.972
54.7941,77.078
63.8626,160.455
65.4938,75.3625
63.1196,133.08
63.7993,116.647
70.4579,122.308
52.3293,119.087
61.4792,166.572
55.5177,115.367
68.5718,157.014
68.3675,91.3402
57.1684,156.382
45.8071,45.0136
68.4827,127.594
49.8077,47.4895
63.967,64.9371
63.1051,93.0444
51.9067,95.2616
53.3806,126.399
69.0404,131.67
55.7561,106.304
65.16,32.5453
66.3861,127.628
76.0068,64.7336
60.4445,105.44
67.9842,76.5334
67.2724,89.9424
63.3998,77.5692
68.0524,120.73
52.0958,80.7508
73.302,95.8606
73.125,107.905
64.6646,161.289
56.5552,130.32
56.2566,105.449
65.5743,167.579
60.7188,110.922
66.0018,77.6868
53.2657,135.969
50.8126,92.0825
63.4702,91.9275
68.4887,85.4484
56.0465,76.9148
65.9998,166.49
58.0781,50.4771
63.5039,97.0358
56.0663,115.931
65.9054,164.03
54.2087,157.703
57.5157,162.15
52.2955,52.9048
68.8758,64.1715
60.1827,96.8436
63.87,165.211
73.0121,88.8433
65.1423,63.6622
68.3218,146.734
54.8339,89.9935
72.1498,127.789
71.1823,74.5907
60.2001,45.65
68.3945,148.475
65.4542,103.141
68.0279,134.822
65.855,114.494
56.4534,114.316
54.8643,86.8965
65.3095,133.115
56.3872,92.0664
57.6397,99.5309
54.5386,74.9864
72.7026,92.9918
50.2065,139.347
63.0399,155.221
61.5317,139.894
67.9068,139.341
56.8619,75.8925
69.761,172.286
43.0727,43.7618
65.443,170.275
67.3348,112.619
70.6587,148.334
67.6116,152.242
67.133,129.186
50.7273,44.6739
49.2312,131.277
56.8435,44.4592
57.3333,67.3049
67.7136,144.495
67.6431,126.794
55.5068,33.9778
57.4338,78.0234
53.199,77.8986
61.1927,142.944
67.2496,149.368
63.8715,164.459
57.7205,157.744
50.2859,131.956
69.6364,98.0377
64.5706,57.9588
60.5654,63.7157
72.1181,83.2877
54.5578,89.6115
58.8486,64.8991
64.8106,71.88
53.014,117.528
53.4255,86.7193
65.1812,65.5537
51.0755,47.9936
67.2336,148.264
55.026,66.7035
51.5543,48.7599
49.0659,47.225
64.332,129.782
66.003,179.655
66.0724,50.7775
70.6376,70.0289
66.5639,164.585
55.7792,124.764
51.633,39.6891
55.3827,112.143
65.9618,82.1148
63.5061,146.284
63.0607,101.89
54.0091,41.1762
67.3578,111.964
67.351,138.678
54.5787,133.964
69.671,159.368
60.156,78.6284
53.245,121.945
58.0783,61.5717
58.2174,68.465
65.2765,82.0548
52.6731,112.845
64.5741,30.0639
69.1038,30.3546
68.3429,108.377
55.3336,129.121
69.1452,88.3512
62.9114,89.0131
64.4428,162.231
56.5942,28.8796
66.2037,106.779
59.4638,61.0623
54.6118,45.4082
61.2321,137.59
64.3485,137.753
68.1767,137.286
58.717,104.606
55.5628,92.3874
55.2485,121.866
52.7853,32.8549
64.0599,88.4952
66.5383,120.545
64.2423,60.9394
52.2622,131.589
47.312,41.8682
56.067,116.55
60.4563,35.8493
62.1014,84.2541
50.8029,40.0473
75.6902,143.89
54.2069,62.0952
65.1541,55.9178
50.8376,44.8377
67.459,91.4745
66.7924,52.0244
53.1124,142.111
67.3129,30.9182
63.3651,48.2862
54.0305,103.167
60.5629,102.318
66.0202,145.217
54.8957,31.9422
70.864,123.016
64.4339,114.185
58.678,134.076
66.3974,115.089
68.6269,93.1807
68.2943,163.818
69.4673,79.3838
74.8754,89.9423
67.7107,76.0815
64.3314,31.5058
62.8033,83.8296
62.7231,47.5673
62.1593,138.91
50.4311,115.491
68.6517,132.776
52.0422,36.0014
61.3767,56.3826
52.9544,137.061
59.8755,153.272
65.8977,-177.758
64.1152,88.4407
67.8593,161.66
66.9386,122.952
59.0294,28.3597
73.0926,94.2629
64.2691,77.325
44.0751,43.2454
58.4398,128.375
76.3815,104.667
55.0645,60.3308
71.0763,134.206
66.2187,47.5549
61.3187,70.0781
66.0145,73.9747
65.2256,145.588
53.0699,108.477
63.5092,157.179
64.5952,34.2398
67.8027,58.8841
51.3206,111.526
57.6774,160.202
68.1064,116.557
67.8369,91.1947
54.7529,57.291
73.1384,109.137
62.552,120.431
52.6025,43.4503
55.8045,38.2134
62.036,135.452
64.6221,107.215
59.9063,84.5894
63.5656,81.5876
70.215,109.133
63.912,141.93
68.4334,112.445
70.7281,90.6561
52.8473,36.2929
68.7277,167.22
62.6058,149.472
69.7701,118.48
68.2826,113.203
64.0449,77.3891
76.0275,107.658
59.4279,73.7668
74.2538,97.6842
65.9852,104.524
68.9827,134.151
63.6859,70.1791
63.7648,55.1978
62.9714,102.962
59.5895,40.915
70.9893,55.043
67.4402,105.287
52.5753,115.812
66.8014,154.896
68.0692,147.298
70.3197,84.2693
52.88,108.317
71.9775,87.1788
62.2429,105.636
53.3694,111.575
67.9911,130.37
72.8176,70.312
59.4432,136.851
52.4157,108.621
63.1199,53.2745
66.0683,178.109
58.639,77.5014
55.2387,46.4161
53.5682,105.435
53.1009,43.9036
68.936,135.494
68.7086,165.123
64.7272,142.807
65.2768,110.794
50.4977,98.2222
60.6943,139.204
52.9098,88.6509
58.4233,131.34
48.4891,45.1651
60.4949,131.698
64.1232,39.7419
53.6789,85.1894
67.6512,137.194
55.913,155.879
74.2411,92.4966
69.5305,133.331
70.6359,153.636
63.6428,45.8392
59.9531,38.6035
59.9513,105.221
51.4533,103.853
68.1127,171.865
56.2398,49.0759
61.6872,154.257
62.6202,73.179
62.5935,126.415
49.7393,130.06
60.7175,95.7052
54.4636,54.6662
55.2165,91.6371
63.777,68.1983
68.5505,84.3839
61.1713,143.759
62.2771,46.7283
59.1698,32.3932
58.8812,80.262
65.9056,119.131
62.6889,119.527
58.2994,77.0111
74.5473,88.5905
58.6216,45.8497
68.8273,78.4929
51.9605,94.3678
48.509,137.995
61.9242,54.3161
65.118,43.8406
63.4022,89.2371
58.9201,29.3607
61.8155,121.822
59.3409,49.1067
61.47,121.369
52.0682,127.514
62.8066,81.5945
56.2506,65.4012
62.8541,93.4403
56.8748,36.6499
58.8983,57.4836
66.6932,177.813
69.4146,110.217
65.419,116.984
62.0497,137.316
69.2041,96.6103
56.7318,138.679
66.0407,125.108
57.1423,79.6626
69.287,155.54
73.2645,104.806
58.1652,75.3072
67.7832,118.474
53.1987,47.4312
56.7822,131.797
63.7232,161.546
66.6432,164.876
65.0417,40.1409
55.8312,41.5407
54.7409,135.05
63.2316,109.874
51.8622,58.2776
67.3586,109.8
63.5197,166.913
68.4696,84.6905
50.6571,60.3222
62.7261,142.556
63.4033,87.3845
79.0127,103.917
61.164,41.758
61.594,130.131
62.6575,50.0813
60.7779,55.2688
66.6144,38.9869
65.6802,62.4297
61.9862,150.043
74.972,96.8715
70.8937,54.1818
61.4246,46.5701
52.6064,130.342
61.1761,85.4138
63.766,69.85
49.9109,90.0064
75.5164,104.458
61.9874,77.8796
61.9344,118.758
65.4882,168.327
54.8545,37.1073
65.1527,155.295
75.4276,97.3682
61.9545,157.658
52.9777,140.134
55.4353,37.6391
51.7655,55.0964
72.2273,109.379
66.4675,50.7858
53.2271,53.2
68.7752,136.971
60.4987,55.722
63.9389,82.1886
70.4583,152.684
63.0522,75.0974
64.06,177.365
55.0873,39.4766
72.435,140.705
65.2649,81.5065
50.0971,110.078
62.1084,89.1159
64.8109,117.657
69.4023,93.0603
60.2034,46.0259
65.0952,138.208
59.801,44.5394
66.3539,177.864
57.004,131.838
56.454,67.2266
53.039,112.801
65.4264,57.0029
62.1398,78.4044
63.0446,92.3329
66.5154,75.0638
66.4742,38.1758
66.0209,96.4472
67.9835,131.595
66.1334,110.124
49.9816,133.358
67.2625,179.482
58.7964,32.5825
63.1703,76.265
61.6069,55.8737
69.6268,152.127
67.0166,116.306
61.3102,140.308
59.0925,120.617
58.0901,67.3671
65.2502,97.0524
65.3842,87.4165
56.1715,125.638
59.6453,147.124
71.0582,74.0369
57.9757,49.3234
56.6391,85.6135
53.1461,48.5009
68.4204,76.18
63.2323,48.606
58.7505,50.123
68.1935,57.4141
58.9195,40.2491
54.4027,91.5772
64.659,141.904
67.0441,80.1487
60.3388,143.731
72.0976,128.305
75.2982,100.27
73.2446,125.846
52.143,43.3534
55.5636,105.729
67.2674,157.001
59.4304,78.3431
52.0409,89.8986
59.1626,59.1969
70.8219,71.5385
57.9986,81.2928
55.5097,120.613
72.3132,129.086
60.9129,139.661
74.2123,98.1853
61.273,147.69
50.1146,132.959
51.7982,130.461
65.5101,163.568
79.6461,96.8751
54.1654,57.7727
61.0109,87.0403
61.4416,77.9657
61.8579,70.915
76.2271,64.2304
59.5998,108.071
59.4641,108.844
60.9707,78.8841
57.0569,29.1411
54.581,35.4453
62.6694,153.641
62.7078,171.328
60.9811,146.996
78.5555,102.566
57.6076,45.8903
63.7667,75.8844
71.4446,110.977
55.3107,135.21
67.2706,125.199
72.5354,118.488
52.9586,126.433
71.9323,100.06
54.8289,65.8079
62.5513,145.335
59.4493,152.68
64.8152,93.3939
51.9595,78.8726
59.5409,87.0818
64.9798,59.9774
70.0827,83.7506
64.8865,84.8588
55.4946,108.55
74.7745,95.7065
66.0321,101.946
62.669,108.045
75.571,139.822
66.9598,152.448
69.1938,63.5132
64.5239,34.7295
58.8468,56.4269
56.3231,122.697
51.7442,117.786
59.3655,85.5009
61.5199,139.915
62.0317,91.1124
60.037,37.2619
74.9869,93.6437
65.4392,44.8411
66.566,-176.065
52.855,49.2817
65.0463,119.699
71.4902,125.807
63.9436,172.389
58.5674,134.131
55.2084,125.307
65.8807,102.46
65.35,116.608
55.553,56.3132
69.0147,148.462
42.2773,47.9151
60.2595,130.914
62.6975,105.055
59.8465,154.095
59.8403,80.6234
59.3722,118.29
67.7354,178.058
52.1201,103.1
55.3735,40.3804
60.2069,146.73
59.5835,66.1141
54.0973,102.05
61.8466,132.893
55.9024,157.1
50.2234,38.786
54.5668,113.237
61.4534,92.5551
60.19,82.7215
52.9215,99.9729
48.287,41.8035
72.7052,104.656
47.3592,133.92
70.4506,79.2332
66.0973,137.021
64.9588,129.389
61.7181,80.6068
66.3248,134.437
55.5452,54.5216
67.3813,62.8199
65.68,132.131
71.6889,105.115
57.8486,72.9731
64.8562,47.1509
56.3329,52.5219
64.4106,159.054
64.6057,90.428
46.115,40.0498
57.1142,133.269
56.7188,119.123
56.3418,104.174
61.2773,111.963
52.7077,78.7456
64.9819,102.774
49.1173,46.0299
66.7448,-173.865
56.4916,39.7499
71.7165,117.266
65.4348,79.1257
50.5826,131.23
72.4917,121.289
62.829,65.635
74.4878,106.822
51.2211,130.601
67.7579,173.48
62.1661,50.1672
62.7814,62.5798
68.4146,59.4924
65.5839,64.2273
61.9633,149.916
58.1952,30.5478
65.4581,131.922
76.7568,106.487
59.3528,87.9951
61.6573,71.3664
64.5217,-173.074
59.1717,76.2263
61.6926,167.026
67.1915,92.4243
60.1246,80.2696
68.48,148.06
56.9124,128.18
57.2056,45.58
57.1827,101.049
59.9022,98.0234
49.6429,40.7883
62.9836,70.1464
68.4902,162.309
62.6845,117.567
65.4604,112.175
51.6213,58.6498
71.594,114.067
55.6197,110.825
66.3541,77.0346
49.7659,117.941
61.0328,78.9481
65.5386,153.514
54.9145,123.525
66.5384,68.5831
68.517,36.206
50.4922,84.9148
61.6947,145.781
57.4915,78.7498
72.4268,122.069
69.2359,77.3337
56.9411,104.338
68.3605,174.988
59.4942,98.3572
62.52,178.41
76.7955,101.479
70.9703,145.474
59.9186,66.4106
63.1852,83.6647
73.0207,119.42
72.0873,105.615
62.8672,135.697
66.3174,65.1367
66.6143,-171.656
59.4955,78.5671
52.0634,133.853
43.177,46.5458
68.6001,149.542
54.7711,100.777
71.8772,114.056
65.0111,101.294
69.8873,98.2094
56.8986,37.5541
62.8277,154.695
58.5388,105.575
63.461,68.817
50.3324,37.9407
62.4434,159.971
65.9558,50.1065
54.1827,72.36
69.1467,129.5
70.5904,146.946
59.5861,91.7345
62.6092,169.731
51.24,137.957
75.5272,105.748
70.2096,91.5914
58.744,91.4523
63.8102,169.363
57.3831,42.5345
57.6895,48.3055
66.236,-172.629
57.3932,90.4923
60.9537,41.9167
50.1976,119.21
62.3418,43.0041
71.4077,102.228
55.4921,34.8398
64.4302,106.475
42.0478,48.2022
75.837,60.1193
57.1738,70.0915
59.6914,129.625
66.6122,-173.725
73.0605,91.3207
74.6937,97.647
73.294,93.4921
65.0343,139.342
44.2719,42.4368
63.7185,32.449
58.7285,125.206
59.5776,115.514
44.4342,131.726
59.0945,40.9904
63.2865,158.476
67.1672,128.094
64.657,113.137
59.6706,112.722
55.2776,47.1238
72.6416,71.5225
64.4865,139.816
49.2799,43.1684
59.4644,57.5463
47.2527,48.4094
63.9811,80.2875
64.8793,150.124
67.0528,179.691
62.0428,117.448
54.2082,130.461
67.7619,76.9433
79.6301,93.6722
71.2953,115.444
69.1792,177.763
44.667,41.6106
65.0746,86.1361
52.5271,157.2
53.2106,51.845
51.2168,97.0539
64.4932,85.2046
59.6842,136.319
61.9101,143.049
62.8914,64.5433
54.8144,50.1929
52.0298,41.2987
57.5607,123.878
52.8701,80.0346
54.3075,54.747
69.9019,125.723
59.8537,43.4111
50.832,89.6255
60.859,59.193
64.7028,38.262
53.107,121.722
62.6498,117.564
58.9072,49.1485
71.4789,132.413
56.6148,138.06
61.8866,159.378
64.0646,144.037
70.4347,67.5594
59.7816,52.1109
68.6665,78.8574
59.1129,87.8797
61.3624,58.1356
74.5222,89.5016
61.2149,65.4431
63.8064,143.027
60.9501,130.14
69.3373,32.0468
49.2297,139.808
56.7714,123.794
55.6686,37.4807
55.7884,79.7211
62.5621,133.49
67.4362,90.4985
52.5244,50.4673
64.9998,106.955
73.0518,113.713
50.5519,109.533
49.2493,43.0922
63.1853,164.722
69.1146,139.519
71.7163,85.0262
52.683,82.1447
65.7912,53.0249
42.8208,47.5698
70.5703,86.7566
61.1036,153.258
43.8577,41.9905
52.1127,52.966
70.5596,71.5751
65.5536,117.266
56.5216,37.3657
63.9433,103.706
56.0002,107.053
63.7875,170.557
71.3097,132.527
67.0664,166.891
56.7767,128.418
60.6494,84.9883
52.3334,39.642
55.4809,121.829
53.6261,126.363
53.7994,102.106
70.2413,135.149
49.0895,133.412
53.7491,115.089
45.2679,41.2628
60.1256,163.307
61.7688,153.155
75.6619,103.044
54.2493,37.6353
67.3539,31.8881
68.5404,164.294
61.6473,86.0632
64.526,90.568
60.1439,138.399
65.5198,125.427
70.2997,117.84
56.325,28.4582
67.848,102.755
63.2286,151.79
53.6564,98.91
55.2626,82.9816
61.5476,73.9442
53.3821,38.0854
73.0004,53.4533
65.11,173.102
52.1705,103.405
55.0963,117.581
57.593,134.812
51.9109,120.309
57.4368,64.8898
66.6835,153.904
65.7734,164.378
53.5127,139.349
54.9978,103.361
44.7133,134.772
73.8555,105.761
57.9212,62.9651
48.1589,138.616
65.4486,104.791
53.3908,139.663
65.8472,161.985
